ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference
ZP860	NA	PRJEB7601	NA	Alconorales_Natural_Park_Andaluzia_Spain	Quercus_ilex	NA	Tree	Yes	NA	Unknown	No	No	No	No	No	No	No	No	ZP860	300	Mediterranean_oak	Mediterranean_oak	EU.OAK	0.000261254	Almeida_et_al_2015
ZP861	NA	PRJEB7601	NA	Caratão_Abrantes_Portugal	Sun-dryed_apple_with_ants_	NA	Fruit	Yes	NA	Unknown	No	No	No	No	No	No	No	No	ZP861	312	Wine	Wine	GRAPE.WINE	0.000161469	Almeida_et_al_2015
ZP862	NA	PRJEB7601	NA	Caratão_Abrantes_Portugal	Apple_with_insect_holes	NA	Fruit	Yes	NA	Unknown	No	No	No	No	No	No	No	No	ZP862	166	Wine	Wine	GRAPE.WINE	0.000175663	Almeida_et_al_2015
UFMG-CM-Y255	NA	PRJEB11698	NA	Cascatona_Caraça_Minas_Gerais_Brazil	Non_identified_tree	NA	NA	Yes	NA	Unknown	No	No	No	No	No	0.03	No	No	UFMG-CM-Y255	68	Brazil	Brazil	NC.OAK	0.000175675	Barbosa_et_al_2016
UFMG-CM-Y257	NA	PRJEB11698	NA	Gardens_of_Caraça_Sanctuary_Minas_Gerais_Brazil	Quercus_rubra	NA	Tree	Yes	NA	Unknown	No	No	No	No	No	0.05	No	No	UFMG-CM-Y257	37	Brazil	Brazil	BRAZIL.1	0.000166455	Barbosa_et_al_2016
UFMG-CM-Y260	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.03	No	No	UFMG-CM-Y260	73	Brazil	Brazil	BRAZIL.4	0.000238317	Barbosa_et_al_2016
UFMG-CM-Y262	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y262	26	Brazil	Brazil	ADMIXED	0.000524865	Barbosa_et_al_2016
UFMG-CM-Y263	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	0.03	No	Yes	UFMG-CM-Y263	43	Brazil	Brazil	BRAZIL.3A	0.00029852	Barbosa_et_al_2016
UFMG-CM-Y264	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y264	63	Brazil	Brazil	BRAZIL.1	0.000682761	Barbosa_et_al_2016
UFMG-CM-Y266	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	0.03	No	Yes	UFMG-CM-Y266	49	Brazil	Brazil	BRAZIL.1	0.000332045	Barbosa_et_al_2016
UFMG-CM-Y455	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y455	43	Brazil	Brazil	BRAZIL.1	0.000651343	Barbosa_et_al_2016
UFMG-CM-Y456	NA	PRJEB11698	NA	Research_Center_Canguçu_T._da_Praia_Tocantins_Brazil	Jequitibá_tree	NA	Tree	Yes	NA	Unknown	No	+2@3	Yes	Gain	Yes	0.2	No	No	UFMG-CM-Y456	195	Brazil	Brazil	ADMIXED	0.002061713	Barbosa_et_al_2016
UFMG-CM-Y457	NA	PRJEB11698	NA	Serra_da_Prata_Mucajaí_Roraima_Brazil	Non_identified_tree	NA	NA	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y457	143	Brazil	Brazil	BRAZIL.1	0.000324748	Barbosa_et_al_2016
UFMG-CM-Y461	NA	PRJEB11698	NA	Serra_da_Prata_Mucajaí_Roraima_Brazil	Mushroom	NA	NA	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y461	40	Brazil	Brazil	BRAZIL.1	0.000575425	Barbosa_et_al_2016
UFMG-CM-Y462	NA	PRJEB11698	NA	Serra_da_Prata_Mucajaí_Roraima_Brazil	Mushroom	NA	NA	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y462	47	Brazil	Brazil	BRAZIL.1	0.00051363	Barbosa_et_al_2016
UFMG-CM-Y463	NA	PRJEB11698	NA	Serra_da_Prata_Mucajaí_Roraima_Brazil	Non_identified_tree	NA	NA	Yes	NA	Unknown	No	No	No	No	No	0.03	No	No	UFMG-CM-Y463	60	Brazil	Brazil	BRAZIL.1	0.000279601	Barbosa_et_al_2016
UFMG-CM-Y464	NA	PRJEB11698	NA	Serra_da_Prata_Mucajaí_Roraima_Brazil	Non_identified_tree	NA	NA	Yes	NA	Unknown	No	No	No	No	No	No	No	Yes	UFMG-CM-Y464	50	Brazil	Brazil	BRAZIL.1	0.000512239	Barbosa_et_al_2016
UFMG-CM-Y636	NA	PRJEB11698	NA	Riparian_forest_of_Córrego_Buritizal_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	0.03	No	Yes	UFMG-CM-Y636	63	Brazil	Brazil	TBD	0.000126857	Barbosa_et_al_2016
UFMG-CM-Y639	NA	PRJEB11698	NA	Bela_Vista_Taquaruçu_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	No	UFMG-CM-Y639	36	Brazil	Brazil	BRAZIL.2	0.00039511	Barbosa_et_al_2016
UFMG-CM-Y640	NA	PRJEB11698	NA	Amazonia_Brazil	Soil	NA	NA	Yes	NA	Unknown	No	No	No	No	No	0.05	No	No	UFMG-CM-Y640	39	Brazil	Brazil	ADMIXED	0.000379852	Barbosa_et_al_2016
UFMG-CM-Y641	NA	PRJEB11698	NA	Taguatinga_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	No	UFMG-CM-Y641	41	Brazil	Brazil	BRAZIl.3	0.000343136	Barbosa_et_al_2016
UFMG-CM-Y642	NA	PRJEB11698	NA	Taguatinga_Tocantins_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y642	25	Brazil	Brazil	BRAZIl.3	0.000326843	Barbosa_et_al_2016
UFMG-CM-Y643	NA	PRJEB11698	NA	Gardens_of_Caraça_Sanctuary_Minas_Gerais_Brazil	Quercus_rubra	NA	Tree	Yes	NA	Unknown	No	No	No	No	No	0.1	Yes	Yes	UFMG-CM-Y643	38	Brazil	Brazil	ADMIXED	0.000241144	Barbosa_et_al_2016
UFMG-CM-Y644	NA	PRJEB11698	NA	Serra_da_Prata_Mucajaí_Roraima_Brazil	Non_identified_tree	NA	NA	Yes	NA	Unknown	No	No	No	No	No	0.05	No	Yes	UFMG-CM-Y644	46	Brazil	Brazil	BRAZIL.1	0.000268514	Barbosa_et_al_2016
UFMG-CM-Y645	NA	PRJEB11698	NA	Bela_Vista_Taquaruçu_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	0.1	No	No	UFMG-CM-Y645	30	Brazil	Brazil	BRAZIL.1	0.000646316	Barbosa_et_al_2016
UFMG-CM-Y646	NA	PRJEB11698	NA	Bela_Vista_Taquaruçu_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y646	28	Brazil	Brazil	BRAZIL.1	0.000648614	Barbosa_et_al_2016
UFMG-CM-Y647	NA	PRJEB11698	NA	Bela_Vista_Taquaruçu_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y647	23	Brazil	Brazil	BRAZIL.1	0.000641646	Barbosa_et_al_2016
UFMG-CM-Y649	NA	PRJEB11698	NA	Bela_Vista_Taquaruçu_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	Yes	UFMG-CM-Y649	20	Brazil	Brazil	ADMIXED	0.00048124	Barbosa_et_al_2016
UFMG-CM-Y650	NA	PRJEB11698	NA	Bela_Vista_Taquaruçu_Brazil	Tapirira_guianensis	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	Yes	UFMG-CM-Y650	21	Brazil	Brazil	ADMIXED	0.000479849	Barbosa_et_al_2016
UFMG-CM-Y651	NA	PRJEB11698	NA	National_Park_Foz_do_Iguaçu_Paraná_Brazil	Non_identified_tree	NA	NA	Yes	NA	Unknown	No	+2@5	Yes	Gain	Yes	0.1	No	Yes	UFMG-CM-Y651	34	Brazil/hybrids	Brazil/hybrids	BRAZIL.1-LIKE	0.004522829	Barbosa_et_al_2016
UFMG-CM-Y652	NA	PRJEB11698	NA	National_Park_Foz_do_Iguaçu_Paraná_Brazil	Non_identified_tree	NA	NA	Yes	NA	2	No	No	No	No	No	No	No	No	UFMG-CM-Y652	47	Brazil/hybrids	Brazil/hybrids	BRAZIL.1	0.061633777	Barbosa_et_al_2016
UFMG-CM-Y030	CAY1007	PRJEB24932	MiSeq	Minas_Gerais_Brazil	Cachaca_(commercial)	NA	Fermentation	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.3	No	Yes	UFMG-CM-Y030	4	Cachaca_1	Cachaca_1	TBD	0.000937166	Barbosa_et_al_2018
UFMG-CM-Y215	SP-9	PRJEB24932	MiSeq	Sao_Paulo_Brazil	Cachaca	NA	Fermentation	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	Yes	UFMG-CM-Y215	5	wine	wine	GRAPE.WINE	0.000156523	Barbosa_et_al_2018
UFMG-CM-Y223	PEW01	PRJEB24932	MiSeq	Rio_de_Janeiro_Brazil	Cachaca	NA	Fermentation	Yes	NA	2	No	No	No	No	No	No	No	No	UFMG-CM-Y223	94	Bread	Bread	ADMIXED	0.003743448	Barbosa_et_al_2018
UFMG-CM-Y228	SP1	PRJEB24932	MiSeq	Sao_Paulo_Brazil	Cachaca	NA	Fermentation	Yes	NA	3	No	No	No	No	No	No	No	No	UFMG-CM-Y228	46	Bread	Bread	ADMIXED	0.00443036	Barbosa_et_al_2018
UFMG-CM-Y251	SC1	PRJEB24932	MiSeq	Santa_Catarina_Brazil	Cachaca	NA	Fermentation	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	Yes	UFMG-CM-Y251	21	Cachaca_1	Cachaca_1	ADMIXED	0.000968254	Barbosa_et_al_2018
UFMG-CM-Y617	JB03	PRJEB24932	MiSeq	Santa_Barbara_Minas_Gerais_Brazil	Jabuticaba_wine	NA	Fermentation	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y617	14	wine	wine	TBD	0.000142501	Barbosa_et_al_2018
UFMG-CM-Y618	JB79	PRJEB24932	MiSeq	Santa_Barbara_Minas_Gerais_Brazil	Jabuticaba_wine	NA	Fermentation	Yes	NA	Unknown	No	No	No	No	No	No	No	No	UFMG-CM-Y618	33	wine	wine	GRAPE.WINE	0.000166375	Barbosa_et_al_2018
UFMG-CM-Y619	JB107	PRJEB24932	MiSeq	Santa_Barbara_Minas_Gerais_Brazil	Jabuticaba_wine	NA	Fermentation	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y619	27	wine	wine	GRAPE.WINE	0.000178842	Barbosa_et_al_2018
UFMG-CM-Y620	V68	PRJEB24932	MiSeq	Casa_Nova_Bahia_Brazil	Wine	NA	Wine	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	Yes	UFMG-CM-Y620	12	wine	wine	GRAPE.WINE	0.000131249	Barbosa_et_al_2018
UFMG-CM-Y621	V152	PRJEB24932	MiSeq	Casa_Nova_Bahia_Brazil	Wine	NA	Wine	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	Yes	UFMG-CM-Y621	15	wine	wine	GRAPE.WINE	0.000153614	Barbosa_et_al_2018
UFMG-CM-Y622	PE3	PRJEB24932	MiSeq	Pernambuco_Brazil	Cachaca	NA	Fermentation	No	NA	2	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y622	26	Bread	Bread	ADMIXED	0.003088028	Barbosa_et_al_2018
UFMG-CM-Y623	CAY44	PRJEB24932	MiSeq	Betim_Minas_Gerais_Brazil	Cachaca	NA	Fermentation	No	NA	NA	No	NA	NA	NA	NA	NA	NA	No	NA	NA	?	?	TBD	NA	Barbosa_et_al_2018
UFMG-CM-Y624	CAY1834	PRJEB24932	MiSeq	Salinas_Minas_Gerais_Brazil	Cachaca	NA	Fermentation	Yes	NA	NA	No	NA	NA	NA	NA	NA	NA	No	NA	NA	Cachaca_1	Cachaca_1	LOW_COVERAGE	NA	Barbosa_et_al_2018
UFMG-CM-Y625	CAY2170	PRJEB24932	MiSeq	Novo_Cruzeiro_Minas_Gerais_Brazil	Cachaca	NA	Fermentation	No	NA	NA	No	NA	NA	NA	NA	Na	NA	No	NA	NA	Cachaca_1	Cachaca_1	TBD	NA	Barbosa_et_al_2018
UFMG-CM-Y627	RJ1	PRJEB24932	MiSeq	Rio_de_Janeiro_Brazil	Cachaca	NA	Fermentation	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y627	26	Cachaca_1	Cachaca_1	ADMIXED	0.002219311	Barbosa_et_al_2018
UFMG-CM-Y628	TJ15	PRJEB24932	MiSeq	Rio_de_Janeiro_Brazil	Cachaca	NA	Fermentation	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y628	25	?	?	ADMIXED	0.006546361	Barbosa_et_al_2018
UFMG-CM-Y629	RJW03	PRJEB24932	MiSeq	Pernambuco_Brazil	Cachaca	NA	Fermentation	No	NA	Unknown	No	No	No	No	No	No	No	No	UFMG-CM-Y629	45	Cachaca_1	Cachaca_1	ADMIXED	0.000285383	Barbosa_et_al_2018
UFMG-CM-Y630	SC3	PRJEB24932	MiSeq	Santa_Catarina_Brazil	Cachaca	NA	Fermentation	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y630	23	Cachaca_1	Cachaca_1	ADMIXED	0.000202175	Barbosa_et_al_2018
UFMG-CM-Y631	SC7	PRJEB24932	MiSeq	Santa_Catarina_Brazil	Cachaca	NA	Fermentation	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y631	27	Cachaca_1	Cachaca_1	ADMIXED	0.000228988	Barbosa_et_al_2018
UFMG-CM-Y632	TO1	PRJEB24932	MiSeq	Tocantins_Brazil	Cachaca	NA	Fermentation	No	NA	2	No	No	No	No	No	0.05	No	No	UFMG-CM-Y632	37	Cachaca_2	Cachaca_2	ADMIXED	0.000909063	Barbosa_et_al_2018
UFMG-CM-Y633	TO9	PRJEB24932	MiSeq	Tocantins_Brazil	Cachaca	NA	Fermentation	Yes	NA	1	No	+1@9	Yes	Gain	Yes	No	No	No	UFMG-CM-Y633	30	Cachaca_2	Cachaca_2	ADMIXED	0.00057415	Barbosa_et_al_2018
UFMG-CM-Y634	TOC1301	PRJEB24932	MiSeq	Tocantins_Brazil	Cachaca	NA	Fermentation	Yes	NA	2	No	-1@3	Yes	Loss	Yes	No	No	No	UFMG-CM-Y634	39	Cachaca_2	Cachaca_2	ADMIXED	0.001730037	Barbosa_et_al_2018
UFMG-CM-Y635	TOC1346	PRJEB24932	MiSeq	Tocantins_Brazil	Cachaca	NA	Fermentation	Yes	NA	2	+1@7	+1@7	Yes	Gain	Yes	No	No	No	UFMG-CM-Y635	50	Cachaca_2	Cachaca_2	ADMIXED	0.001829776	Barbosa_et_al_2018
UFMG-CM-Y637	PE6	PRJEB24932	MiSeq	Pernambuco_Brazil	Cachaca	NA	Fermentation	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	UFMG-CM-Y637	25	?	?	CACHACA.2	0.000303926	Barbosa_et_al_2018
UFMG-CM-Y638	TOC1309	PRJEB24932	MiSeq	Tocantins_Brazil	Cachaca	NA	Fermentation	Yes	NA	Unknown	No	No	No	No	No	No	No	No	UFMG-CM-Y638	58	?	?	BRAZIL.2	0.000440618	Barbosa_et_al_2018
BC187	181	SGRP	Parts_et_al_2011	USA	Wine	NA	Wine	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	BC187	5	Wine/European	Wine/European	TBD	0.00016426	Bergstrom_et_al_2014
DBVPG1106	150A	SGRP	Parts_et_al_2011	Australia	Grapes	NA	Fruit	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	DBVPG1106	9	Wine/European	Wine/European	TBD	7.87E-05	Bergstrom_et_al_2014
DBVPG1373	91A	SGRP	Parts_et_al_2011	Netherlands	Soil	NA	NA	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	DBVPG1373	9	Wine/European	Wine/European	TBD	7.18E-05	Bergstrom_et_al_2014
DBVPG1788	84A	SGRP	Parts_et_al_2011	Finland	Soil	NA	NA	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	DBVPG1788	4	Wine/European	Wine/European	GRAPE.WINE	0.000123627	Bergstrom_et_al_2014
DBVPG6044	60A	SGRP	Parts_et_al_2011	West_Africa	Bili_wine	NA	Fermentation	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	DBVPG6044	10	West_African	West_African	WEST.AFRICA	0.000128775	Bergstrom_et_al_2014
DBVPG6765	3A	SGRP	Parts_et_al_2011	Unknown	Unknown	NA	NA	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	DBVPG6765	13	Wine/European	Wine/European	TBD	0.000101735	Bergstrom_et_al_2014
L1374	220A	SGRP	Parts_et_al_2011	Chile	Wine	NA	Wine	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	L1374	5	Wine/European	Wine/European	TBD	7.26E-05	Bergstrom_et_al_2014
L1528	221A	SGRP	Parts_et_al_2011	Chile	Wine	NA	Wine	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	L1528	11	Wine/European	Wine/European	GRAPE.WINE	7.96E-05	Bergstrom_et_al_2014
SK1	17A	SGRP	Parts_et_al_2011	USA	Soil	NA	NA	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	SK1	13	Mosaic	Mosaic	TBD	0.000197348	Bergstrom_et_al_2014
UWOPS03-461.4	278A	SGRP	Parts_et_al_2011	Malaysia	Bertram_palm	NA	Flower	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	UWOPS03-461-4	6	Malaysian	Malaysian	MALAYSIA	0.00073633	Bergstrom_et_al_2014
UWOPS83-787_3	270A	SGRP	Parts_et_al_2011	Bahamas	Opuntia_spp.	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	No	UWOPS83-787-3	425	Mosaic	Mosaic	BAHAMAS	0.000353641	Bergstrom_et_al_2014
UWOPS87-2421	271A	SGRP	Parts_et_al_2011	Hawaii	Opuntia_spp.	NA	Flower	Yes	NA	Unknown	No	No	No	No	No	No	No	No	UWOPS87-2421	520	Mosaic	Mosaic	BRAZIL.1	0.000343901	Bergstrom_et_al_2014
W303	281	SGRP	Parts_et_al_2011	USA	Laboratory	NA	Lab	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.05	No	No	W303	11	Mosaic	Mosaic	GRAPE.WINE-LIKE	4.10E-05	Bergstrom_et_al_2014
Y12	253A	SGRP	Parts_et_al_2011	Japan	Sake	NA	Sake	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	Y12	10	Sake	Sake	TBD	0.000584993	Bergstrom_et_al_2014
Y55	97A	SGRP	Parts_et_al_2011	France	Grapes	NA	Fruit	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	Y55	9	Mosaic	Mosaic	TBD	0.000170448	Bergstrom_et_al_2014
YJM975	308A	SGRP	Parts_et_al_2011	Italy	Clinical	NA	Clinical	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.1	No	No	YJM975	6	Wine/European	Wine/European	TBD	5.93E-05	Bergstrom_et_al_2014
YJM978	303A	SGRP	Parts_et_al_2011	Italy	Clinical	NA	Clinical	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.2	No	No	YJM978	4	Wine/European	Wine/European	GRAPE.WINE-DUPLICATE	8.98E-05	Bergstrom_et_al_2014
YJM981	304A	SGRP	Parts_et_al_2011	Italy	Clinical	NA	Clinical	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	Yes	YJM981	0	Wine/European	Wine/European	TBD	0.000194113	Bergstrom_et_al_2014
YPS128	104A	SGRP	Parts_et_al_2011	USA	Quercus_alba	NA	Tree	Yes	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	0.05	No	No	YPS128	20	North_American	North_American	TBD	0.000247818	Bergstrom_et_al_2014
AWRI1001	NA	PRJNA303109	Nextera_XT	France	NA	NA	NA	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1001	12	PdM	PdM	TBD	0.001535518	Borneman_et_al_2016
AWRI1017	NA	PRJNA303109	Nextera_XT	Australia	NA	NA	NA	No	NA	2	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1017	28	Wine	Wine	TBD	0.001158436	Borneman_et_al_2016
AWRI1077	UCD_513	PRJNA303109	Nextera_XT	NA	Distilling	NA	Fermentation	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1077	23	Wine	Wine	TBD	0.000203984	Borneman_et_al_2016
AWRI1078	UCD_514	PRJNA303109	Nextera_XT	NA	Wine	NA	Wine	No	NA	2	No	No	No	No	No	No	No	No	AWRI1078	35	Wine	Wine	TBD	0.000368026	Borneman_et_al_2016
AWRI1082	NCYC_761	PRJNA303109	Nextera_XT	Nigeria_1973;_palm_wine	Pam_wine	NA	Wine	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1082	15	Other	Other	TBD	0.000192277	Borneman_et_al_2016
AWRI1083	NCYC_738	PRJNA303109	Nextera_XT	England_1972;_brewery	Breweri	NA	Beer	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1083	18	Other	Other	TBD	0.002096813	Borneman_et_al_2016
AWRI1427a	Lalvin_WSK_27	PRJNA303109	Nextera_XT	Lallemand	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1427	23	Wine	Wine	TBD	0.036071797	Borneman_et_al_2016
AWRI1428a	Uvaferm_PM	PRJNA303109	Nextera_XT	Lallemand	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1428	25	PdM	PdM	TBD	0.001811876	Borneman_et_al_2016
AWRI1429a	Lalvin_DV10	PRJNA303109	Nextera_XT	Lallemand;_France	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1429	22	PdM	PdM	TBD	0.001754137	Borneman_et_al_2016
AWRI1430a	EnofermAssmunshansen	PRJNA303109	Nextera_XT	Lallemand	Commercial	NA	Commercial	No	NA	Unknown	No	No	No	No	No	No	No	No	AWRI1430	44	Wine	Wine	TBD	0.005294337	Borneman_et_al_2016
AWRI1431a	Lalvin_W15	PRJNA303109	Nextera_XT	Lallemand;_Switzerland;_wine	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1431	27	Wine	Wine	TBD	0.000156607	Borneman_et_al_2016
AWRI1432a	Vin7	PRJNA303109	Nextera_XT	Anchor_Yeast	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1432	12	Vin7	Vin7	TBD	0.030012012	Borneman_et_al_2016
AWRI1435a	Oenoferm_Klosterneuberg	PRJNA303109	Nextera_XT	Erbsloh	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1435	13	Wine	Wine	TBD	0.000408809	Borneman_et_al_2016
AWRI1436a	Lalvin_S6U	PRJNA303109	Nextera_XT	Lallemand	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1436	17	Vin7	Vin7	TBD	0.040100674	Borneman_et_al_2016
AWRI1451a	Levuline_CHP	PRJNA303109	Nextera_XT	Lallemand;_France	Commercial	NA	Commercial	No	NA	2	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1451	25	PdM	PdM	TBD	0.001766713	Borneman_et_al_2016
AWRI1474	NA	PRJNA303109	Nextera_XT	Australia_2003	NA	NA	NA	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1474	13	Vin7	Vin7	TBD	0.000397682	Borneman_et_al_2016
AWRI1482	NA	PRJNA303109	Nextera_XT	Australia_2004;_wine	Wine	NA	Wine	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1482	20	Wine	Wine	TBD	0.001388643	Borneman_et_al_2016
AWRI1483a	Lalvin_ICV_D254	PRJNA303109	Nextera_XT	Lallemand;_France;_wine	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1483	13	Wine	Wine	TBD	0.000142832	Borneman_et_al_2016
AWRI1484a	Lalvin_Rhone_L2226	PRJNA303109	Nextera_XT	Lallemand;_France;_vineyard	Commercial	NA	Commercial	No	NA	Unknown	No	LOWCOV	LOWCOV	LOWCOV	LOWCOV	No	No	No	AWRI1484	16	Wine	Wine	TBD	0.000617791	Borneman_et_al_2016
